BlockId,sequence
blk_793145916758720006,"[7, 1, 1, 16]"
blk_-2226011133225404237,"[7, 1, 1, 16]"
blk_-4550823676755778307,"[7, 1, 1, 16]"
blk_-4499852195048508449,"[7, 1, 1, 16]"
blk_-6939734732904757867,"[7, 1]"
blk_-9009591751046515085,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_3790899075470330091,"[7, 1]"
blk_-2525721779588456824,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 9, 8, 8, 8, 9, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-6535939061542232521,"[7, 1]"
blk_-8925090451578951394,"[7, 1]"
blk_-7594976866493982303,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_2415072976525336010,"[7, 1]"
blk_9047207447315409564,"[7, 1]"
blk_8403104007132796247,"[7, 1, 1, 16]"
blk_5105822949228925341,"[7, 1]"
blk_6217940053216551446,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-3429705343599068329,"[7, 1]"
blk_-6486462126011650657,"[7, 1]"
blk_-2484228187230674820,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-8093204716653984778,"[7, 1]"
blk_-5400999903123088251,"[7, 1]"
blk_-5699292823584660641,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 9, 8, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2830583894120774458,"[7, 1]"
blk_-8370017540010458317,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_3364147244504644213,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8089014586180515825,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 15, 5]"
blk_-3250974657572902197,"[7, 1]"
blk_163246470573944720,"[7, 1]"
blk_-4718384249097530964,"[7, 1, 1, 1, 2, 2, 19, 3, 4, 3, 4, 3, 4, 2, 8, 8, 9, 8, 9, 8, 9, 8, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]"
blk_-877550382745004430,"[7, 1]"
blk_3601483599077788753,"[7, 1]"
blk_177294299274610426,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 8, 9, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-6707139102159613446,"[7, 1, 1, 16]"
blk_6648413342399866677,"[7, 1, 1, 16]"
blk_6883038229547869745,"[7, 1, 1, 16]"
blk_-5099506356770746709,"[7, 1, 1, 1, 2, 2, 2, 19, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 5]"
blk_5120950450685649928,"[7, 1, 1, 16]"
blk_3231304149867543879,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 8, 9, 8, 9, 8, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-5268950170019248329,"[7, 1, 1, 1, 3, 4, 2, 2, 2, 3, 4, 3, 4, 8, 8, 9, 10, 9, 8, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-7960385849915390413,"[7, 1]"
blk_-8281653718492094987,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_567992757943504293,"[7, 1]"
blk_-4920554366026651398,"[7, 1, 1, 16]"
blk_9172802364261573026,"[7, 1, 1, 16]"
blk_-6022063386909176503,"[7, 1, 1, 16]"
blk_-7468707802342380837,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 8, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-7235325865191263080,"[7, 1]"
blk_461542855042685765,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 4, 2, 3, 8, 8, 9, 8, 9, 8, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_44398250800392354,"[7, 1, 1, 16]"
blk_-8324676953090118748,"[7, 1]"
blk_-3059676390361035468,"[7, 1, 1, 16]"
blk_3007985828687773784,"[7, 1, 1, 16]"
blk_5309912058849329279,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_1374542601767995438,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 9, 8, 8, 8, 9, 8, 8, 9, 9, 8, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-5007888041983904920,"[7, 1]"
blk_552190510414031624,"[7, 1]"
blk_7195425263943975392,"[7, 1, 1, 16]"
blk_-3495182687434196935,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 8, 9, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_2892401576441345910,"[1, 7, 1, 16]"
blk_2175164395558396662,"[7, 1, 1, 16]"
blk_2925265699380161403,"[7, 1]"
blk_-2273184190524297089,"[7, 1]"
blk_2079205970603376940,"[7, 1]"
blk_-8349302256081184232,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2083830646535960419,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_1341767392059446744,"[7, 1, 1, 1, 2, 4, 2, 2, 3, 4, 3, 4, 3, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_415143745146117630,"[7, 1]"
blk_7545182916145157880,"[7, 1, 1, 16]"
blk_3856514392260632824,"[7, 1]"
blk_5977173536027948554,"[7, 1, 1, 1, 3, 4, 2, 2, 2, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-6461080161315659540,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 9, 8, 8, 8, 9, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-825466867823727650,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 8, 8, 9, 10, 9, 8, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_5642522046909060627,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-6558676685875215068,"[7, 1]"
blk_4241081607048396948,"[7, 1, 1, 16]"
blk_1726633583079685651,"[7, 1, 1, 16]"
blk_6487306881730128876,"[7, 1]"
blk_2205807662335709132,"[7, 1]"
blk_5861040535556377417,"[7, 1]"
blk_2877877173978641308,"[7, 1, 1, 16]"
blk_-8459529269906065933,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 19, 2, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_-5883263578108059347,"[7, 1]"
blk_7239423282574449577,"[7, 1, 1, 16]"
blk_5744596985528958428,"[7, 1]"
blk_5299264741175268764,"[7, 1]"
blk_-7951770472644343746,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 9, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-3989198174215751945,"[7, 1]"
blk_-1551013436749045537,"[1, 7]"
blk_3664252131023958983,"[7, 1, 1, 16]"
blk_-3403820706123169063,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_1928475119827274132,"[7, 1, 1, 16]"
blk_-8049405908401419352,"[7, 1, 1, 16]"
blk_1914565751112860098,"[7, 1]"
blk_-8019363936980925082,"[7, 1, 1, 16]"
blk_4224031957780741322,"[7, 1]"
blk_-4597129525662350407,"[7, 1, 1, 16]"
blk_8282492529902660157,"[7, 1, 1, 16]"
blk_491384483409972179,"[7, 1]"
blk_-4875794781549050551,"[7, 1]"
blk_-3951864039850517407,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-69798138733099962,"[7, 1, 1, 16]"
blk_8665759265281187837,"[7, 1]"
blk_1340637939534925227,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-8547169804741139439,"[7, 1, 1, 16]"
blk_9076368596083780815,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5, 15, 15]"
blk_2604902477303010354,"[7, 1, 1, 16]"
blk_-5386970767713866370,"[7, 1, 1, 16]"
blk_-4768285245013023749,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2001722867648993834,"[7, 1, 1, 16]"
blk_-3478660185342604657,"[7, 1, 1, 16]"
blk_3693472505935268065,"[7, 1]"
blk_-2159040797438619654,"[7, 1]"
blk_3749638885303349798,"[7, 1]"
blk_-7898042022170550193,"[7, 1]"
blk_-1899008996854257842,"[1, 7, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-8450645274189930703,"[7, 1]"
blk_6095470598526466860,"[7, 1, 1, 16]"
blk_-8271221907550777388,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 9, 8, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7108461399778835809,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 4, 2, 3, 8, 9, 8, 8, 9, 8, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-4582954249306490809,"[7, 1, 1, 16]"
blk_-3522377827189167950,"[7, 1]"
blk_-7447948554604500491,"[7, 1, 1, 16]"
blk_-4911887615563613012,"[7, 1]"
blk_-9154971327311973523,"[7, 1, 1, 16]"
blk_-6195713037686055134,"[7, 1]"
blk_-177688280637630923,"[1, 7]"
blk_7073203534232236389,"[7, 1, 1, 16]"
blk_725033914467457195,"[7, 1]"
blk_4543499092766245043,"[7, 1]"
blk_2826030559466716719,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-801656827702122534,"[7, 1, 1, 16]"
blk_5371224179652682170,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 8, 9, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_5104592373485934827,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_9215619501037341339,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 9, 8, 8, 8, 8, 9, 6, 6, 6, 5, 5, 15, 15, 5]"
blk_-3715786005507210091,"[7, 1, 1, 16]"
blk_8136283920026763708,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 15, 5]"
blk_-2681940597632059916,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-8023523925726093934,"[7, 1]"
blk_6283357023619447385,"[7, 1, 1, 16]"
blk_-3212506577755430484,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 19, 2, 3, 4, 8, 9, 8, 9, 8, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_3985503797676758894,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6161516318035468957,"[7, 1]"
blk_7510884741070118678,"[7, 1, 1, 16]"
blk_9143765293303233994,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 8, 10, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 15, 5, 5]"
blk_-5064286166620326525,"[7, 1, 1, 16]"
blk_1586819352874547301,"[7, 1, 1, 16]"
blk_8866273499066251815,"[7, 1, 1, 16]"
blk_1675719383070878803,"[7, 1]"
blk_5758152824603778265,"[7, 1]"
blk_-5624272597889110287,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8209797687849297415,"[1, 7, 1, 16]"
blk_933768460877990873,"[7, 1]"
blk_7031371928575202096,"[7, 1, 1, 16]"
blk_-7935449664291266651,"[7, 1]"
blk_-2254555578889753458,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 9, 8, 8, 9, 8, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-4396798655394777634,"[7, 1]"
blk_-6518504391651439315,"[7, 1]"
blk_-166979451942086989,"[7, 1]"
blk_5063877831365243026,"[7, 1, 1, 16]"
blk_-6108342177786957166,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2942077810471468030,"[7, 1, 1, 1, 13, 2, 2, 3, 4, 3, 4, 3, 4, 2, 14, 38, 1, 37, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_6928597686197583482,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2881263118111250842,"[7, 1, 1, 1, 17, 17, 2, 2, 2, 17, 3, 4, 3, 4, 3, 4, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_843418983069568139,"[7, 1, 1, 16]"
blk_8451960762770212708,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5, 15]"
blk_-3824065602438158326,"[7, 1]"
blk_-5168559410379809803,"[1, 7]"
blk_-8594719139574615618,"[7, 1, 1, 1, 3, 4, 2, 2, 2, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7709170671810846607,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 2, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 15, 5, 5]"
blk_8776141508825954539,"[1, 7, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 15, 5]"
blk_3007443556085421014,"[7, 1]"
blk_-7312745606632083399,"[7, 1]"
blk_2862731102368074431,"[7, 1]"
blk_-4106318510866491039,"[7, 1, 1, 16]"
blk_1290882409892634396,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_9061925472135159783,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5, 15]"
blk_-4758868342679662770,"[1, 7]"
blk_2298162104320157396,"[7, 1, 1, 16]"
blk_-7412299947477667068,"[7, 1]"
blk_-3305386412979530535,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 19, 8, 9, 8, 9, 8, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]"
blk_338866520252482971,"[7, 1]"
blk_-2706839664135453102,"[7, 1]"
blk_1825321092983959489,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2797723886079940061,"[7, 1]"
blk_4249009639863005505,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2680303611988788303,"[7, 1]"
blk_2057162200061970174,"[7, 1]"
blk_-5902483087081804462,"[1, 1, 7, 16]"
blk_-1864459919114561963,"[7, 1]"
blk_-8491965419341656449,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 1, 12, 2, 11, 5, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_8381805726294576517,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 2, 3, 4, 9, 8, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 15, 5, 5]"
blk_517488889241183984,"[7, 1, 1, 1, 3, 4, 2, 2, 3, 4, 3, 4, 19, 2, 8, 8, 9, 9, 8, 8, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 5]"
blk_7871312004935972964,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 8, 9, 9, 8, 9, 6, 6, 6, 5, 15, 5, 5]"
blk_-6957563860605574652,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-1017453146862072685,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 19, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5]"
blk_-7117926059026013773,"[7, 1, 1, 16]"
blk_-1091957557446824697,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 9, 8, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-2931993948906066216,"[7, 1, 1, 1, 3, 4, 3, 4, 19, 2, 2, 2, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5]"
blk_-5814086524840181885,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6499028007442668846,"[7, 1, 1, 16]"
blk_8704262283564404685,"[7, 1]"
blk_6665539557252913698,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 1, 12, 2, 11, 5, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_3643592059749701639,"[7, 1, 1, 16]"
blk_-9025254237316410471,"[7, 1, 1, 16]"
blk_6274624041794183761,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 19, 2, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]"
blk_-695899862066451220,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6989377882518604195,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 14, 13, 2, 1, 2, 12, 11, 5, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_-4057318646085465708,"[7, 1, 1, 16]"
blk_-1512248873870587879,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 19, 2, 9, 8, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 5]"
blk_1482455319689642560,"[7, 1, 1, 16]"
blk_7901543610917894083,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 15, 5, 5]"
blk_2779194583242890821,"[7, 1]"
blk_-6212579979935625626,"[7, 1]"
blk_1279099170349841253,"[7, 1]"
blk_-1277666568313769025,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-1462429898676395222,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_123512507653635566,"[7, 1, 1, 16]"
blk_8485634802897955525,"[7, 1]"
blk_4222119598043410628,"[7, 1]"
blk_-6855965911054112941,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_-8219871489697458472,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 19, 2, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_-542401690619936609,"[7, 1]"
blk_-543345839176246980,"[7, 1]"
blk_-2595798762277385942,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8149047638317257350,"[7, 1]"
blk_-990897484684845974,"[7, 1]"
blk_8944810499861196598,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 15, 5, 5]"
blk_6257184676806733917,"[7, 1, 1, 16]"
blk_4963876160013451028,"[7, 1, 1, 16]"
blk_8281841080297307461,"[7, 1]"
blk_-443647939918839543,"[1, 7, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 8, 8, 9, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6088608598501869686,"[7, 1, 1, 16]"
blk_4807757989457593708,"[7, 1, 1, 16]"
blk_560570604404314115,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 9, 8, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-9186980365616525855,"[7, 1]"
blk_8703050682475625050,"[7, 1, 1, 1, 3, 4, 13, 2, 2, 2, 3, 4, 3, 4, 14, 1, 2, 12, 11, 5, 10, 9, 8, 9, 8, 9, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_-7726808210665791632,"[7, 1, 1, 16]"
blk_2578540363059458824,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 9, 8, 8, 9, 8, 8, 8, 9, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7583233254349113406,"[7, 1]"
blk_4521611750349082350,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8747015025512290420,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 15, 5]"
blk_-8573331131278716020,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 9, 8, 8, 8, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7585413687821235868,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 8, 9, 8, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 5, 15]"
blk_8367170317404288928,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 15, 5]"
blk_841273497241360499,"[7, 1]"
blk_8385520003844667647,"[7, 1]"
blk_5919317577780517579,"[1, 7, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 12, 11, 5, 9, 8, 9, 9, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]"
blk_5873922852822246481,"[7, 1, 1, 16]"
blk_7545438816668634940,"[7, 1]"
blk_1994415615971900757,"[7, 1, 1, 16]"
blk_-7318792058216931124,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 9, 8, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
